CurlyM	omega_m	logL
-2.00306449037205114294e+00	1.05511579961207302425e-01       -9.756316e+02
-2.02789950493897919159e+00	9.30421752386133560364e-02       -9.549615e+02
-2.11752744340970977532e+00	1.42587951997487829420e-02       -9.234177e+02
-2.07305461704629623299e+00	6.86967274557134244262e-02       -9.205903e+02
-2.08022208316966006336e+00	8.85243429222286604130e-02       -8.906309e+02
-2.13465533779028726613e+00	3.07832077168646231491e-02       -8.821531e+02
-2.05969539582870053707e+00	1.24405294498115173707e-01       -8.819157e+02
-2.03382528836040510356e+00	1.61012379340035843844e-01       -8.814669e+02
-2.12567626530141762231e+00	6.01555282593107254474e-02       -8.617085e+02
-2.03699813314206323867e+00	2.06299091363923325915e-01       -8.384806e+02
-2.17319492580918671720e+00	4.67571776977853126311e-02       -8.164856e+02
-2.17701221697245550502e+00	5.28662722893940006941e-02       -8.054648e+02
-2.13493446812372456023e+00	1.34646184488014353242e-01       -7.787005e+02
-2.20750638376699459542e+00	5.39305206379483426105e-02       -7.676804e+02
-2.15411441809867110209e+00	1.24481580515168083201e-01       -7.646937e+02
-2.06093094916539554262e+00	2.65365583825652229244e-01       -7.633215e+02
-2.04431084638893878491e+00	2.94927546816555696818e-01       -7.621704e+02
-2.16661418859806609305e+00	1.25858090659592136706e-01       -7.486624e+02
-2.01608899735195867819e+00	3.91798587046727098127e-01       -7.320633e+02
-2.27966086170013504386e+00	7.13072662394742540215e-03       -7.320271e+02
-2.01051754527784964921e+00	4.20492377590977239876e-01       -7.212216e+02
-2.28589041846609797304e+00	1.59759305234768791970e-02       -7.155041e+02
-2.03879896343845645745e+00	3.82783013764231849763e-01       -7.110263e+02
-2.20041625871024049133e+00	1.28487937645509697759e-01       -7.071728e+02
-2.24219238602187598275e+00	7.58893553368966689021e-02       -7.062023e+02
-2.29541260834518601186e+00	4.30682015635794890329e-02       -6.775924e+02
-2.10922054103016431981e+00	3.13604490171753846894e-01       -6.740707e+02
-2.00724763434427400099e+00	5.15488957922179080740e-01       -6.719320e+02
-2.21760848660258069742e+00	1.50754636087481075357e-01       -6.694896e+02
-2.11326064057302431820e+00	3.26496144287184542065e-01       -6.613232e+02
-2.09230014213790660449e+00	3.71479595362485981447e-01       -6.570530e+02
-2.32811086001239209153e+00	3.43848629203447053726e-02       -6.502543e+02
-2.30672996995511958573e+00	6.69778601461842315601e-02       -6.429653e+02
-2.20212010988065198802e+00	2.16026277372738995108e-01       -6.373917e+02
-2.03864492056145474308e+00	5.24493462323741499453e-01       -6.323630e+02
-2.23597542024001816330e+00	1.73962501239353972693e-01       -6.314683e+02
-2.02892852507702103892e+00	5.56014942290987468354e-01       -6.273390e+02
-2.32971989573135429552e+00	6.15659431823626923652e-02       -6.233081e+02
-2.23635115254088390202e+00	1.88415037886020431124e-01       -6.203968e+02
-2.14713682419678875135e+00	3.40233574502788238547e-01       -6.158525e+02
-2.04361612881549525866e+00	5.56334611449470939348e-01       -6.112749e+02
-2.04053152756234323917e+00	5.66599480468161886826e-01       -6.096710e+02
-2.19528103308852484687e+00	2.82172587875505809230e-01       -6.003984e+02
-2.37319103499839290095e+00	4.62445790053006566822e-02       -5.918414e+02
-2.01594955653607499357e+00	6.72173040615738459636e-01       -5.881245e+02
-2.24346992334386730050e+00	2.28517421067552350955e-01       -5.849482e+02
-2.23272169820663313189e+00	2.52076577150001757133e-01       -5.805773e+02
-2.19636387453199599662e+00	3.52417872743045812456e-01       -5.574056e+02
-2.20838182900257029573e+00	3.33162388748731552734e-01       -5.561454e+02
-2.22938974290886449126e+00	2.98134980220717160648e-01       -5.553827e+02
-2.11915227190413046898e+00	5.12281667821954833641e-01       -5.533272e+02
-2.27284211358560961358e+00	2.36925467504558978638e-01       -5.495503e+02
-2.26527762645090557925e+00	2.49482621725605424601e-01       -5.491357e+02
-2.22144978467489595531e+00	3.29540955496835485938e-01       -5.450529e+02
-2.31829838689563638710e+00	1.76651066810668555540e-01       -5.444837e+02
-2.21995356212388283978e+00	3.34415566252709184347e-01       -5.437818e+02
-2.20896614903289956189e+00	3.59531872741542857241e-01       -5.407651e+02
-2.30496063503071857426e+00	2.02371508311499082033e-01       -5.401968e+02
-2.26317745299403272341e+00	2.80013462517411659825e-01       -5.324870e+02
-2.12649701452058792484e+00	5.41768067415581366930e-01       -5.322114e+02
-2.37110826005208830125e+00	1.32677764125662539518e-01       -5.241055e+02
-2.03138075048869604089e+00	7.98129611629323387767e-01       -5.223696e+02
-2.38958685245180557644e+00	1.15417353759844770744e-01       -5.190577e+02
-2.02194087219380280729e+00	8.33378719561327918619e-01       -5.189730e+02
-2.08711959134277158512e+00	6.63868577779201718414e-01       -5.189308e+02
-2.06905210636513370304e+00	7.09417573645687471462e-01       -5.186566e+02
-2.36318070717190531482e+00	1.57736846950678272217e-01       -5.139260e+02
-2.36468072176068266899e+00	1.56750951142251931936e-01       -5.131762e+02
-2.19259724710626846544e+00	4.62978848864701975074e-01       -5.039995e+02
-2.29962854428743312951e+00	2.69459060325862476137e-01       -5.033939e+02
-2.01260207621313735871e+00	9.05199783067786922786e-01       -5.033559e+02
-2.33539814809551948827e+00	2.15092208491019065697e-01       -5.024750e+02
-2.16134620045654690657e+00	5.53492184516542362616e-01       -4.929855e+02
-2.30141671732500308067e+00	2.90838356066816017265e-01       -4.893751e+02
-2.22776350004171641572e+00	4.23885280060338265340e-01       -4.891951e+02
-2.29559978283368470997e+00	3.01008676007969322441e-01       -4.891368e+02
-2.34137077043688579536e+00	2.38216455615606670371e-01       -4.826432e+02
-2.08927248372698670664e+00	7.53335223834767253592e-01       -4.825519e+02
-2.46575829213965747044e+00	7.85923005283546416422e-02       -4.758547e+02
-2.33880624393011116169e+00	2.55959521158117653261e-01       -4.745457e+02
-2.40997407870816049424e+00	1.55342835146805635649e-01       -4.719079e+02
-2.22380070677593266737e+00	4.85783138943757575312e-01       -4.640541e+02
-2.27040520672050494255e+00	3.98849948110294838521e-01       -4.616436e+02
-2.33339563655670279019e+00	2.87914144067379473846e-01       -4.614336e+02
-2.22157977058613687049e+00	5.01409045178314860536e-01       -4.591998e+02
-2.14677258644151081057e+00	6.81343381002717629613e-01       -4.553596e+02
-2.22282597205739707036e+00	5.13200156096489834567e-01       -4.529552e+02
-2.08371454997446203805e+00	8.56329894892698284536e-01       -4.523006e+02
-2.20014220465243193203e+00	5.64362601554282306004e-01       -4.521863e+02
-2.00818306028636683891e+00	1.09431812149908180842e+00       -4.498074e+02
-2.22634105692759742823e+00	5.13331586303189091325e-01       -4.497040e+02
-2.02452411551699107406e+00	1.08660879940181276382e+00       -4.371121e+02
-2.14606987174703256471e+00	7.33739419014261540219e-01       -4.370871e+02
-2.28670260651234702465e+00	4.20622837816516881304e-01       -4.366426e+02
-2.37938470228926268746e+00	2.59552360293323625129e-01       -4.359997e+02
