# CurlyM omega_m logL logPrior
-2.131769847749944269e+00 3.281122923366759370e-01 -6.398762876782986950e+02 0.000000000000000000e+00
-3.137493633894179457e+00 1.801121536951605151e+00 -1.383366664302285187e+02 0.000000000000000000e+00
-3.476168178209116277e+00 1.081985713481764810e-01 -8.503814668304923430e+01 0.000000000000000000e+00
-3.188844282408569430e+00 8.311485019803604990e-01 -6.395742343053087353e+01 0.000000000000000000e+00
-2.129024717832339597e+00 1.652944166111290913e+00 -2.422955530405997138e+02 0.000000000000000000e+00
-2.669010156470766670e+00 8.670845884462765607e-01 -9.017955112979987575e+01 0.000000000000000000e+00
-3.051463348842156975e+00 1.881439570638234304e+00 -1.121275898781402134e+02 0.000000000000000000e+00
-3.416962850534988050e+00 1.357259371442995910e+00 -2.226992944915413659e+02 0.000000000000000000e+00
-2.418646871990900671e+00 5.840263107850931501e-01 -2.714113611401554067e+02 0.000000000000000000e+00
-3.210758262564928245e+00 1.271289754877825473e+00 -1.096537105672569794e+02 0.000000000000000000e+00
-3.171089252109236423e+00 1.248341024230779750e+00 -9.349114957030545270e+01 0.000000000000000000e+00
-3.037269611119049362e+00 2.387992318435452344e-01 -8.437108375583241582e+01 0.000000000000000000e+00
-3.326207102020861672e+00 8.955086664302601696e-01 -1.097228651476984851e+02 0.000000000000000000e+00
-2.254044443477428494e+00 1.204363911904324347e+00 -2.349190863534713003e+02 0.000000000000000000e+00
-2.935849805064584928e+00 2.705659663112716107e-01 -1.037827361107658533e+02 0.000000000000000000e+00
-3.365952469808877634e+00 1.570065545049811551e+00 -2.267650870651284549e+02 0.000000000000000000e+00
-3.067019788066460695e+00 1.119743083426343544e+00 -5.749819835276321811e+01 0.000000000000000000e+00
-2.332345465594925837e+00 1.333051035894105674e+00 -1.701508599927254863e+02 0.000000000000000000e+00
-2.154759063180051726e+00 2.236939618128061524e-02 -8.660495796877481780e+02 0.000000000000000000e+00
-2.303417814997464230e+00 5.301062827208116168e-01 -3.763277958913726025e+02 0.000000000000000000e+00
-2.921981449006948672e+00 4.269743810098397541e-01 -7.829974748103407478e+01 0.000000000000000000e+00
-2.761525030317300899e+00 4.102788774187217102e-01 -1.328556608321561043e+02 0.000000000000000000e+00
-2.042901908163442748e+00 1.155866996033986682e+00 -4.026296413551899604e+02 0.000000000000000000e+00
-3.315030583008984788e+00 2.565223894271816962e-01 -6.378641003728372283e+01 0.000000000000000000e+00
-2.519356382720644660e+00 2.998024761411949290e-01 -3.048502946397388200e+02 0.000000000000000000e+00
-2.019027656766902989e+00 1.977431904494345027e-01 -8.684837685030521470e+02 0.000000000000000000e+00
-2.154050323133386957e+00 1.350913571426017645e+00 -2.744276641663913097e+02 0.000000000000000000e+00
-3.447619086524298826e+00 1.255873929745104478e+00 -2.238042218273772903e+02 0.000000000000000000e+00
-3.173507825690992767e+00 5.975465790960999835e-01 -5.146504298829962210e+01 0.000000000000000000e+00
-3.294744734158961741e+00 2.692287310005908596e-02 -8.851837931787079583e+01 0.000000000000000000e+00
-2.265668690206254166e+00 5.627527241382278556e-01 -3.952756154139264027e+02 0.000000000000000000e+00
-2.706105887354533834e+00 1.691889918883889621e+00 -4.597532636136096329e+01 0.000000000000000000e+00
-3.013826181171153085e+00 9.366091963046641045e-01 -4.424343819756773399e+01 0.000000000000000000e+00
-3.460345904930505867e+00 1.569524707897012483e+00 -2.890026418680674851e+02 0.000000000000000000e+00
-2.146867158972409317e+00 5.609112895280963240e-01 -5.036975255086328502e+02 0.000000000000000000e+00
-2.625047198535195303e+00 7.866030207257586060e-01 -1.162277026069281476e+02 0.000000000000000000e+00
-3.280059404456779237e+00 6.396096011495984168e-01 -7.091035566679823887e+01 0.000000000000000000e+00
-3.023426105392824415e+00 1.629432731509263155e+00 -8.177581106935056710e+01 0.000000000000000000e+00
-2.768099330111281731e+00 1.291527710956415387e+00 -4.517132964235702985e+01 0.000000000000000000e+00
-3.037324984158152663e+00 1.882764745729759159e+00 -1.071982139820080704e+02 0.000000000000000000e+00
-2.826792225402678937e+00 8.149804238400133460e-01 -5.700696026145414663e+01 0.000000000000000000e+00
-2.573539755919595606e+00 8.223340374759174898e-02 -3.818554815033974137e+02 0.000000000000000000e+00
-2.625843664902163255e+00 9.464274789238362739e-01 -9.498605764884814562e+01 0.000000000000000000e+00
-3.025053097170490091e+00 1.909983240939336246e+00 -1.053477887682356595e+02 0.000000000000000000e+00
-2.850771461289937303e+00 6.008677625086079610e-01 -7.182609115316972748e+01 0.000000000000000000e+00
-2.567216472491056223e+00 1.861568473920574229e+00 -5.638148005955816444e+01 0.000000000000000000e+00
-2.963582163223285715e+00 1.598461508741400028e+00 -6.524815715968364316e+01 0.000000000000000000e+00
-2.151869171410148773e+00 8.139753310804960229e-01 -4.052850597406346083e+02 0.000000000000000000e+00
-2.079652068955013089e+00 1.751539440247555479e+00 -2.602335342820036885e+02 0.000000000000000000e+00
-2.230124486845769471e+00 4.323749604318153916e-01 -4.828623028823685104e+02 0.000000000000000000e+00
-2.138768639050941722e+00 9.334995700237698202e-01 -3.807216263926166562e+02 0.000000000000000000e+00
-2.951965535448943800e+00 1.902596488466822278e+00 -8.244771752281198474e+01 0.000000000000000000e+00
-2.514008492001940542e+00 1.410704953898419767e+00 -8.802116420810506270e+01 0.000000000000000000e+00
-2.467511396151392589e+00 3.772019150047088987e-01 -3.096135460590205071e+02 0.000000000000000000e+00
-2.380540812583516797e+00 4.128282535231376782e-01 -3.610489107721993491e+02 0.000000000000000000e+00
-2.800795811462769791e+00 1.243589665102339703e+00 -4.369274465565772658e+01 0.000000000000000000e+00
-3.044754353753354792e+00 7.269711114661754348e-01 -4.430525949927318408e+01 0.000000000000000000e+00
-3.414375391176337704e+00 3.631143621574728364e-01 -8.253915360188133832e+01 0.000000000000000000e+00
-2.487452644948390024e+00 2.516611589522746439e-01 -3.510407559333090148e+02 0.000000000000000000e+00
-3.466267435067949876e+00 8.039324110169721038e-03 -8.961299709781150113e+01 0.000000000000000000e+00
-2.981616391367665653e+00 1.978726312181009916e+00 -9.680563307435932074e+01 0.000000000000000000e+00
-2.639718113580630909e+00 5.421575421660580485e-01 -1.556094401952224757e+02 0.000000000000000000e+00
-2.790632364774024321e+00 1.964302834131982145e+00 -5.492287911434373626e+01 0.000000000000000000e+00
-3.094012038497953920e+00 1.821489472701360190e+00 -1.224771388511538532e+02 0.000000000000000000e+00
-3.365979078884165254e+00 5.872301167637004049e-01 -8.893807060664528308e+01 0.000000000000000000e+00
-2.762542790578875085e+00 1.549014885558375410e+00 -4.413248314365844038e+01 0.000000000000000000e+00
-2.143739738141323237e+00 5.225128961486990020e-01 -5.238926484545272615e+02 0.000000000000000000e+00
-3.130697560659277734e+00 6.189407606938646111e-02 -1.061010479182877191e+02 0.000000000000000000e+00
-3.143943164742968754e+00 1.276177991476567630e+00 -8.753105612472970165e+01 0.000000000000000000e+00
-2.897463387543463220e+00 1.913409717377256292e-01 -1.384325476908854000e+02 0.000000000000000000e+00
-2.412517896870419509e+00 7.677425955752299469e-01 -2.259882045880788155e+02 0.000000000000000000e+00
-2.499515128363730909e+00 2.149897975796323524e-01 -3.606146663474975185e+02 0.000000000000000000e+00
-2.259406470631090791e+00 1.043582774152261639e+00 -2.627822601845285249e+02 0.000000000000000000e+00
-3.129709817197207755e+00 1.703782750291914283e+00 -1.245910847157982460e+02 0.000000000000000000e+00
-2.950881381242937529e+00 1.793667001126924454e+00 -7.471895917945604992e+01 0.000000000000000000e+00
-2.181376117620538402e+00 1.972128989051013193e+00 -1.743136683107189810e+02 0.000000000000000000e+00
-3.108248673359026881e+00 8.771530433360263945e-01 -5.229223446673366738e+01 0.000000000000000000e+00
-3.359246280277196739e+00 1.637060777918729837e+00 -2.333703949955750545e+02 0.000000000000000000e+00
-2.595664303153319974e+00 1.774189064732850429e+00 -5.426321072124708422e+01 0.000000000000000000e+00
-2.541435861266704510e+00 1.796118149097127858e+00 -6.205200392684449895e+01 0.000000000000000000e+00
-3.207008192095964993e+00 1.870987197199172059e-01 -6.842681441597790126e+01 0.000000000000000000e+00
-2.884279217850239885e+00 1.550077681552409326e+00 -5.025671197246065702e+01 0.000000000000000000e+00
-2.375605859703805667e+00 3.854664131712774999e-01 -3.768382921807598223e+02 0.000000000000000000e+00
-2.866931030000141600e+00 1.822756765600326512e+00 -5.948923990430709097e+01 0.000000000000000000e+00
-3.392241023752227136e+00 6.819461859093153278e-01 -1.080125365327447469e+02 0.000000000000000000e+00
-2.954942452977638467e+00 1.103502173547209253e+00 -4.353695793927351332e+01 0.000000000000000000e+00
-2.381683275422343815e+00 5.679052853608264062e-01 -3.024490037500677886e+02 0.000000000000000000e+00
-2.688204663135883798e+00 1.091075660268796321e+00 -6.504992144770264417e+01 0.000000000000000000e+00
-2.466223231590444875e+00 7.946681272096579596e-01 -1.889103620175750677e+02 0.000000000000000000e+00
-2.826180274302135587e+00 8.840964888460527416e-01 -5.274838068222943122e+01 0.000000000000000000e+00
-2.487433087001232224e+00 1.723265333583179348e+00 -7.651508204647495859e+01 0.000000000000000000e+00
-2.157195940343054286e+00 1.848533285003662208e+00 -2.003048801854030216e+02 0.000000000000000000e+00
-2.828373526230852697e+00 1.883672679066495492e+00 -5.648364205668121230e+01 0.000000000000000000e+00
-3.129386400835276749e+00 1.053447008052794676e-01 -9.439682427375575458e+01 0.000000000000000000e+00
-2.513410418194656604e+00 4.367666206482918034e-01 -2.560079184288622400e+02 0.000000000000000000e+00
-2.210143800172343020e+00 9.210840003926170638e-01 -3.270624115320446776e+02 0.000000000000000000e+00
-2.762677375551797265e+00 1.990320011425337654e+00 -5.292064523494618555e+01 0.000000000000000000e+00
-3.335493249936806848e+00 1.414162261918465724e+00 -1.850328290222473129e+02 0.000000000000000000e+00
-3.444458125164152396e+00 1.146338672579509055e+00 -2.028088823085624597e+02 0.000000000000000000e+00
-2.024334273886799984e+00 1.385239149373412193e+00 -3.651641165266539701e+02 0.000000000000000000e+00
-3.438682718478878186e+00 1.322159794989616888e-01 -7.938802055805959412e+01 0.000000000000000000e+00
-2.213560266411904731e+00 1.447833323799804006e+00 -2.199827111955460168e+02 0.000000000000000000e+00
-2.813411101682596449e+00 1.375167719338276529e+00 -4.279629555214663839e+01 0.000000000000000000e+00
-2.621515446111463810e+00 8.476844306312008026e-01 -1.087839910505293517e+02 0.000000000000000000e+00
-3.051667612152619391e+00 1.207547506608106280e+00 -5.961662690300486389e+01 0.000000000000000000e+00
-2.559516179161895444e+00 1.494052670513239978e+00 -7.052400559752712184e+01 0.000000000000000000e+00
-2.878032319380607884e+00 5.842076081370422003e-01 -6.776928074176055361e+01 0.000000000000000000e+00
-2.127074292190395344e+00 1.139448184015485754e+00 -3.376108563185211437e+02 0.000000000000000000e+00
-2.587098673588782205e+00 1.193960248328321594e+00 -8.311750766881741015e+01 0.000000000000000000e+00
-3.098533889463558566e+00 1.938905580148706509e+00 -1.363895499052257492e+02 0.000000000000000000e+00
-3.168376438381389271e+00 1.689667770133567837e+00 -1.393176959330722298e+02 0.000000000000000000e+00
-3.099798325523643427e+00 9.584828343738608369e-01 -5.469130029784405878e+01 0.000000000000000000e+00
-2.060726245781223653e+00 9.716626339844025573e-01 -4.373607496238889780e+02 0.000000000000000000e+00
-2.805188850696619163e+00 6.382491771409501968e-01 -7.846822427673970424e+01 0.000000000000000000e+00
-3.199450700239343526e+00 5.111878979180440874e-01 -5.273553404653851118e+01 0.000000000000000000e+00
-3.298253975302274377e+00 9.279219314016806663e-01 -1.033463006680878777e+02 0.000000000000000000e+00
-2.826525355646663851e+00 1.428167035810296692e+00 -4.334408842149067453e+01 0.000000000000000000e+00
-3.175504413336324827e+00 1.424150106277355166e+00 -1.128613666881320512e+02 0.000000000000000000e+00
-2.638954099739482917e+00 1.456944459868265929e+00 -5.632478224136183798e+01 0.000000000000000000e+00
-2.445467850560274048e+00 1.141964491853854957e+00 -1.412480431016231535e+02 0.000000000000000000e+00
-3.417864403666232676e+00 4.544244919758149148e-01 -9.114560684031013693e+01 0.000000000000000000e+00
-2.537730086153561437e+00 1.272243166575192985e+00 -9.161048055125800715e+01 0.000000000000000000e+00
-2.202229761181971224e+00 1.477252411054688297e+00 -2.224443931300093880e+02 0.000000000000000000e+00
-2.464693368293352282e+00 1.213802816861011102e+00 -1.240538059386164491e+02 0.000000000000000000e+00
-2.399445603150269779e+00 4.850230756614986594e-01 -3.181762676061210300e+02 0.000000000000000000e+00
-3.030250525049464461e+00 1.920043396605835895e+00 -1.080409160317653914e+02 0.000000000000000000e+00
-2.807069697375287998e+00 1.753152511622769971e+00 -4.943616480286653569e+01 0.000000000000000000e+00
-2.384856286298172812e+00 1.697608510990197939e+00 -1.096132152158459121e+02 0.000000000000000000e+00
-2.249810152970346699e+00 6.116392183410717109e-01 -3.904297890586376525e+02 0.000000000000000000e+00
-2.526808714523528288e+00 5.097507234193231485e-01 -2.245143021261029901e+02 0.000000000000000000e+00
-2.363860173507455364e+00 4.466934324080275576e-01 -3.603372919158375112e+02 0.000000000000000000e+00
-3.150811738209029489e+00 1.487839156141590458e+00 -1.102733668048118716e+02 0.000000000000000000e+00
-2.991129761406210896e+00 1.404255641568977309e+00 -5.942641904503276606e+01 0.000000000000000000e+00
-2.271041205685815800e+00 1.256424207157030182e+00 -2.155572869646177878e+02 0.000000000000000000e+00
-3.287450171462633630e+00 1.834263478022019278e+00 -2.197714959608868810e+02 0.000000000000000000e+00
-2.024695006623459026e+00 1.901970873480399726e+00 -2.760123878796360373e+02 0.000000000000000000e+00
-2.067771676140874426e+00 1.934963026020022792e+00 -2.432646028662219919e+02 0.000000000000000000e+00
-2.712945182864123783e+00 1.730716633764405765e+00 -4.595050572241371611e+01 0.000000000000000000e+00
-3.401261439006651344e+00 1.679048087863783456e+00 -2.675735778912678029e+02 0.000000000000000000e+00
-3.174665788413785439e+00 6.355496596760245032e-01 -5.246362984701271870e+01 0.000000000000000000e+00
-3.089969059727359024e+00 3.974047834895062525e-01 -5.572834693413147278e+01 0.000000000000000000e+00
-2.578919344003053116e+00 1.389554933585961827e+00 -7.166638192551801012e+01 0.000000000000000000e+00
-3.298391807991392533e+00 1.770744744072200394e+00 -2.169627942342828817e+02 0.000000000000000000e+00
-3.049552941059930689e+00 1.175300678319777248e+00 -5.741462979844818193e+01 0.000000000000000000e+00
-3.202556440381479685e+00 5.139839618345889427e-01 -5.305134952986143304e+01 0.000000000000000000e+00
-3.321480436686617743e+00 1.563565993938500265e+00 -1.995934614247957768e+02 0.000000000000000000e+00
-2.307061568420699427e+00 1.050449647455261593e+00 -2.305161617968551013e+02 0.000000000000000000e+00
-2.520485489371163457e+00 1.669351499776935421e+00 -7.108136813203532256e+01 0.000000000000000000e+00
-2.062884227374554236e+00 1.669932245007399452e+00 -2.839271116065371530e+02 0.000000000000000000e+00
-2.058132488406516192e+00 5.657618462756206501e-01 -5.913147831199878510e+02 0.000000000000000000e+00
-2.206071211742944183e+00 1.768440900488306378e+00 -1.827179723088885055e+02 0.000000000000000000e+00
-2.707644112675929637e+00 1.740162574382454030e+00 -4.611087502366518009e+01 0.000000000000000000e+00
-3.463180376311246533e+00 1.411268926805785195e+00 -2.617895261744514528e+02 0.000000000000000000e+00
-2.649441594448798121e+00 1.568157069589368957e+00 -5.166752184966286876e+01 0.000000000000000000e+00
-3.448108446258030035e+00 4.855156606092947413e-01 -1.038564798596978278e+02 0.000000000000000000e+00
-2.952747026655432538e+00 7.548262875576905451e-02 -1.583129158627651805e+02 0.000000000000000000e+00
-3.270843745529209645e+00 3.843363782380506133e-01 -5.871666607455858156e+01 0.000000000000000000e+00
-2.461274080540636788e+00 1.718710462474188239e+00 -8.369369504355492495e+01 0.000000000000000000e+00
-3.461066384039985344e+00 1.161899639017650365e+00 -2.152605669909523840e+02 0.000000000000000000e+00
-2.670555637967906737e+00 4.345695863914525447e-01 -1.674195789914970476e+02 0.000000000000000000e+00
-3.314147464035326784e+00 1.807140152951816958e+00 -2.319221080110236812e+02 0.000000000000000000e+00
-3.444108903378848119e+00 4.833070103612862045e-01 -1.022774330875823807e+02 0.000000000000000000e+00
-2.256118497959580527e+00 1.645454743443822920e+00 -1.705602134266095220e+02 0.000000000000000000e+00
-2.325212823349537938e+00 8.544946141422019026e-02 -6.072562780895798369e+02 0.000000000000000000e+00
-2.051827744815692522e+00 1.941067106592614167e+00 -2.526951707104133789e+02 0.000000000000000000e+00
-2.942714695214235121e+00 9.836471549580585449e-01 -4.201086439025541353e+01 0.000000000000000000e+00
-2.213255592559339568e+00 1.984636982804444783e+00 -1.575177309687539378e+02 0.000000000000000000e+00
-3.469045691435054479e+00 6.834001285373250134e-01 -1.389239579547499375e+02 0.000000000000000000e+00
-2.880879607459376324e+00 6.089654030444083821e-01 -6.458399530328975402e+01 0.000000000000000000e+00
-3.156852589555606770e+00 1.781516756565502679e-01 -7.477175220731007244e+01 0.000000000000000000e+00
-2.857835374717324850e+00 2.651826299669146070e-01 -1.318476685441175675e+02 0.000000000000000000e+00
-2.300855692207244285e+00 1.531456616355815203e+00 -1.612312172419888441e+02 0.000000000000000000e+00
-2.666229943691989845e+00 1.552301638104348069e-01 -2.725861550822463073e+02 0.000000000000000000e+00
-2.553826125385226575e+00 9.567685299292326695e-01 -1.199585449719351118e+02 0.000000000000000000e+00
-2.600936987383953181e+00 1.448706678440585760e+00 -6.365069336858000071e+01 0.000000000000000000e+00
-2.157955712014418381e+00 5.832056231118394329e-01 -4.835972598394538977e+02 0.000000000000000000e+00
-2.381530367110105129e+00 1.135802113545923087e+00 -1.731628405712584708e+02 0.000000000000000000e+00
-2.247361172906548354e+00 1.482492196639264348e+00 -1.954273665568796616e+02 0.000000000000000000e+00
-2.750117891146235394e+00 7.581786471557108165e-01 -7.895279251726202574e+01 0.000000000000000000e+00
-2.802110590830465320e+00 1.041398381707088427e+00 -4.854864310175678810e+01 0.000000000000000000e+00
-2.824222050085161140e+00 1.966496696983847103e+00 -5.947280836963418693e+01 0.000000000000000000e+00
-2.742209607910513380e+00 1.521567174501473829e+00 -4.462291257241620457e+01 0.000000000000000000e+00
-2.404697575998937520e+00 9.811537802071700343e-01 -1.865387212121557923e+02 0.000000000000000000e+00
-3.006689340487988638e+00 5.784691087092652673e-02 -1.446739362498948083e+02 0.000000000000000000e+00
-2.399902313205378501e+00 5.025419660337512306e-01 -3.115233064114746639e+02 0.000000000000000000e+00
-2.555854748499711171e+00 1.722920869217210438e+00 -6.172576158702137405e+01 0.000000000000000000e+00
-2.808792744651894324e+00 1.879547830140090081e+00 -5.386534088017970845e+01 0.000000000000000000e+00
-2.395916028939704567e+00 8.577029245172431704e-01 -2.157795486368171112e+02 0.000000000000000000e+00
-3.270510988936948138e+00 1.618731498887333586e+00 -1.796955795153736517e+02 0.000000000000000000e+00
-2.162118169073815821e+00 7.365316908404712093e-01 -4.218482849736590765e+02 0.000000000000000000e+00
-3.398386677127403388e+00 7.487686670433391090e-01 -1.188400755591024449e+02 0.000000000000000000e+00
-2.872840684564447855e+00 1.786638497090949351e-01 -1.525411288168569115e+02 0.000000000000000000e+00
-2.008078611026343108e+00 2.273224063059675615e-01 -8.580247449044518362e+02 0.000000000000000000e+00
-3.098998949296019045e+00 8.695048072373069425e-01 -5.073708516669285729e+01 0.000000000000000000e+00
-2.249362006712616324e+00 7.314679918155716498e-01 -3.504988451160572822e+02 0.000000000000000000e+00
