# CurlyM omega_m logL logPrior
-2.998094471894355628e+00 1.013133363255101616e+00 -4.462004058518832750e+01 0.000000000000000000e+00
-3.056156141851660735e+00 7.496821196471045168e-01 -4.461995628705009409e+01 0.000000000000000000e+00
-2.815563543959330506e+00 1.533008893391335947e+00 -4.461876696626125494e+01 0.000000000000000000e+00
-2.965521463017596115e+00 1.120871650593811442e+00 -4.461494454609704263e+01 0.000000000000000000e+00
-2.831377216938198327e+00 1.497289709363161414e+00 -4.460818360442365105e+01 0.000000000000000000e+00
-2.835885682230230298e+00 1.486034139853470437e+00 -4.459460526573415251e+01 0.000000000000000000e+00
-2.870519491179076343e+00 1.398676325518170671e+00 -4.459450380157877447e+01 0.000000000000000000e+00
-2.948332948305433021e+00 7.935950323858785849e-01 -4.459397931536452830e+01 0.000000000000000000e+00
-2.938446101866108329e+00 8.118948957760886431e-01 -4.458528103511309126e+01 0.000000000000000000e+00
-2.997387392565171282e+00 7.215843295941523072e-01 -4.458331062120874577e+01 0.000000000000000000e+00
-3.054371795219835484e+00 7.621197249656457284e-01 -4.458244669403905647e+01 0.000000000000000000e+00
-3.050955261583214728e+00 7.897401331164088933e-01 -4.457817736486796178e+01 0.000000000000000000e+00
-2.863861185338047566e+00 1.415170722388610081e+00 -4.457177466807933541e+01 0.000000000000000000e+00
-2.770975013343300208e+00 1.318762002800047517e+00 -4.456460358154699719e+01 0.000000000000000000e+00
-2.889770949129521149e+00 1.344427572316748476e+00 -4.455223140056565256e+01 0.000000000000000000e+00
-2.745715042712076226e+00 1.576432419268787299e+00 -4.454681127597370249e+01 0.000000000000000000e+00
-2.784760592967200132e+00 1.582935559979029572e+00 -4.452863876402577858e+01 0.000000000000000000e+00
-2.752411544111124098e+00 1.434680312222991638e+00 -4.452832522973375973e+01 0.000000000000000000e+00
-2.757264976276951440e+00 1.400960361830033918e+00 -4.452236458052976076e+01 0.000000000000000000e+00
-2.754530175322517316e+00 1.597720261743660553e+00 -4.451976655913966141e+01 0.000000000000000000e+00
-2.875588580952039397e+00 1.381589126238933041e+00 -4.451650916937278879e+01 0.000000000000000000e+00
-2.757300599936541641e+00 1.599097310973622399e+00 -4.451147671689006557e+01 0.000000000000000000e+00
-3.027290949677320597e+00 8.992624454489889230e-01 -4.450954520019799787e+01 0.000000000000000000e+00
-2.790118941032643018e+00 1.234279808699892511e+00 -4.450603475346044746e+01 0.000000000000000000e+00
-3.030744262657970811e+00 6.998339997143152580e-01 -4.450095045245432601e+01 0.000000000000000000e+00
-2.953895883877827089e+00 7.876952460667000500e-01 -4.448426219476427690e+01 0.000000000000000000e+00
-2.755840777875943726e+00 1.415802251075974239e+00 -4.448094705138340288e+01 0.000000000000000000e+00
-2.966335618105752747e+00 1.112409868304369720e+00 -4.447857950704104013e+01 0.000000000000000000e+00
-3.022034084444391588e+00 9.182527749733895295e-01 -4.447569309068841648e+01 0.000000000000000000e+00
-2.940719314309123700e+00 1.192384716214281548e+00 -4.447377130240699472e+01 0.000000000000000000e+00
-2.809865585931847765e+00 1.535889645231033551e+00 -4.446745351935596346e+01 0.000000000000000000e+00
-2.950370271159532987e+00 1.161858429195335773e+00 -4.445567875682856851e+01 0.000000000000000000e+00
-2.749223054823223933e+00 1.478246832777372788e+00 -4.445170026114873707e+01 0.000000000000000000e+00
-3.050822333976502598e+00 7.280732820206718969e-01 -4.444903813729577990e+01 0.000000000000000000e+00
-2.908572341783591142e+00 8.776151166565595574e-01 -4.444283240477083297e+01 0.000000000000000000e+00
-2.947991169836334802e+00 1.168187991231238509e+00 -4.443111946851092142e+01 0.000000000000000000e+00
-2.767348106374841965e+00 1.590862824674089460e+00 -4.442888901977899963e+01 0.000000000000000000e+00
-2.916622882687843976e+00 8.610160920451775945e-01 -4.442055338860577507e+01 0.000000000000000000e+00
-2.843733043466918797e+00 1.458369437846743777e+00 -4.441946044337688448e+01 0.000000000000000000e+00
-2.752932502243702562e+00 1.576787686502199248e+00 -4.441133130969222265e+01 0.000000000000000000e+00
-2.988264770872540055e+00 1.037048051445575325e+00 -4.441032528029395365e+01 0.000000000000000000e+00
-3.004494275117954416e+00 7.212328342311683516e-01 -4.440844561138803925e+01 0.000000000000000000e+00
-2.809518893913555360e+00 1.163193268159225635e+00 -4.439912814923957995e+01 0.000000000000000000e+00
-2.954163890920801006e+00 1.147107734489026587e+00 -4.438862479915524517e+01 0.000000000000000000e+00
-2.999273851890097209e+00 9.978634816973301902e-01 -4.438752197343105621e+01 0.000000000000000000e+00
-2.768139984036645185e+00 1.585787565834582136e+00 -4.438193428163936716e+01 0.000000000000000000e+00
-3.034321611180370137e+00 8.600429415186686688e-01 -4.437876966419886315e+01 0.000000000000000000e+00
-2.877122957131918568e+00 1.371115372077401418e+00 -4.437804394641852213e+01 0.000000000000000000e+00
-2.900165522935812312e+00 1.307587704554373786e+00 -4.437754025366184152e+01 0.000000000000000000e+00
-3.025306308668220368e+00 8.988490836603217904e-01 -4.437346942326495736e+01 0.000000000000000000e+00
-2.913559556084775792e+00 8.694024429735331960e-01 -4.436768408180801515e+01 0.000000000000000000e+00
-2.760343132791017950e+00 1.399099714314048670e+00 -4.436640683199261304e+01 0.000000000000000000e+00
-2.858940459585591398e+00 1.417848454844063300e+00 -4.436204291572320102e+01 0.000000000000000000e+00
-3.016070493847966105e+00 9.347338369207983666e-01 -4.435977318457036489e+01 0.000000000000000000e+00
-2.802217675247926643e+00 1.193533156456075606e+00 -4.435591170378021530e+01 0.000000000000000000e+00
-2.975907881422106271e+00 7.581764870442664339e-01 -4.434780594825340216e+01 0.000000000000000000e+00
-2.885709000104693889e+00 1.345571555008386211e+00 -4.432822528614759250e+01 0.000000000000000000e+00
-3.041163995658611174e+00 7.170464263733149490e-01 -4.432175065737207120e+01 0.000000000000000000e+00
-2.827272343761521256e+00 1.104207183818078031e+00 -4.432077308482798372e+01 0.000000000000000000e+00
-2.750726607334325724e+00 1.520636682767979808e+00 -4.431587418760485519e+01 0.000000000000000000e+00
-3.020025270958476948e+00 9.165252257591556262e-01 -4.431388783608219484e+01 0.000000000000000000e+00
-2.999177825578629886e+00 9.942415956607024707e-01 -4.430888658374922073e+01 0.000000000000000000e+00
-2.775451418433318107e+00 1.574550333112983314e+00 -4.430453475472618408e+01 0.000000000000000000e+00
-2.997108500209069160e+00 7.338343902266116769e-01 -4.429099229235693969e+01 0.000000000000000000e+00
-3.041652023531675741e+00 8.133020533100072669e-01 -4.428916226352460939e+01 0.000000000000000000e+00
-2.977377292237891382e+00 1.067583803081278093e+00 -4.428230119296110701e+01 0.000000000000000000e+00
-3.018750151203474452e+00 9.193203235827974718e-01 -4.427677217006628752e+01 0.000000000000000000e+00
-2.969943145690588260e+00 1.091501301853062378e+00 -4.427157288678241542e+01 0.000000000000000000e+00
-3.042659590282349669e+00 8.042385124386695061e-01 -4.427051158303326162e+01 0.000000000000000000e+00
-3.046654064062883638e+00 7.603495920298868338e-01 -4.426762191441329009e+01 0.000000000000000000e+00
-2.755734966956565835e+00 1.555744848977220318e+00 -4.426751112246949305e+01 0.000000000000000000e+00
-2.754941836470665262e+00 1.551890625861466422e+00 -4.426710244852134934e+01 0.000000000000000000e+00
-2.760922005584501182e+00 1.408730926279286644e+00 -4.426415881565448984e+01 0.000000000000000000e+00
-2.787759004755845371e+00 1.558608864933391791e+00 -4.426193002868371451e+01 0.000000000000000000e+00
-2.753050968040504642e+00 1.493306458701112005e+00 -4.425578168022658332e+01 0.000000000000000000e+00
-2.847570179390678025e+00 1.440522630760397993e+00 -4.425288824302578661e+01 0.000000000000000000e+00
-2.802561923877387340e+00 1.535469482667507268e+00 -4.424972040700340159e+01 0.000000000000000000e+00
-2.943560138891047284e+00 8.143951893550968046e-01 -4.424340778709849786e+01 0.000000000000000000e+00
-3.044613761847363431e+00 7.390021690678960642e-01 -4.423962950805908889e+01 0.000000000000000000e+00
-2.929884067997685193e+00 1.214956192931789802e+00 -4.423899968192460364e+01 0.000000000000000000e+00
-2.980895923582142615e+00 1.053435568565992408e+00 -4.423123584111137774e+01 0.000000000000000000e+00
-3.044659218537995482e+00 7.440235597034208226e-01 -4.422299343373602909e+01 0.000000000000000000e+00
-2.775863904673662841e+00 1.321774383879547932e+00 -4.422115676203316781e+01 0.000000000000000000e+00
-3.041960987076995249e+00 7.344287658845631839e-01 -4.420005385183829816e+01 0.000000000000000000e+00
-2.893192677784581779e+00 9.220581469889153059e-01 -4.419222105916905008e+01 0.000000000000000000e+00
-3.006749347400977435e+00 7.291552680725130742e-01 -4.419186096079406667e+01 0.000000000000000000e+00
-2.755534968191485579e+00 1.529478681069102342e+00 -4.418944530242762170e+01 0.000000000000000000e+00
-2.873682270841340980e+00 9.714551782992151274e-01 -4.418622627026464755e+01 0.000000000000000000e+00
-3.030975727335615932e+00 8.587025896901779864e-01 -4.416887711941885897e+01 0.000000000000000000e+00
-2.775123867858760640e+00 1.331301506140260660e+00 -4.416115255829057418e+01 0.000000000000000000e+00
-3.038296177882120475e+00 8.176543417649790868e-01 -4.415710908865697348e+01 0.000000000000000000e+00
-2.773462069222125237e+00 1.341172367593558290e+00 -4.415558072141491408e+01 0.000000000000000000e+00
-2.973368263674400325e+00 7.692879000178864946e-01 -4.415468561093258160e+01 0.000000000000000000e+00
-2.863411308634389751e+00 1.000800115027236536e+00 -4.415155749331447765e+01 0.000000000000000000e+00
-2.786748851354270418e+00 1.273305885696293771e+00 -4.414840748478251697e+01 0.000000000000000000e+00
-2.892552170332710393e+00 1.318416813929633724e+00 -4.414831788078037533e+01 0.000000000000000000e+00
-2.856795857385138859e+00 1.412199005918243433e+00 -4.414226731708395590e+01 0.000000000000000000e+00
-2.819204197997922101e+00 1.497354932718356846e+00 -4.414052677235869027e+01 0.000000000000000000e+00
-2.784360850353022165e+00 1.286348727025012018e+00 -4.412799102850866717e+01 0.000000000000000000e+00
-2.758377657607057554e+00 1.461605385397526158e+00 -4.412244492332337842e+01 0.000000000000000000e+00
-2.814744766431246159e+00 1.158934817212915469e+00 -4.411497499802110411e+01 0.000000000000000000e+00
-2.762624455997879647e+00 1.545907818691491187e+00 -4.411496243924037941e+01 0.000000000000000000e+00
