CurlyM	omega_L	omega_m	logL
-2.34886626964487410518e+00	-8.95268176620458433490e-02	1.08922467933164091036e+00       -2.849454e+08
-6.83611273509238115409e-01	3.82457091118025616083e-01	6.16894958293798811866e-01       -1.878813e+08
2.04460495275623932443e+00	2.56363776473478716111e-02	9.72535808074373564480e-01       -9.809661e+07
1.92104043483998254693e+00	2.19146858394980326157e-01	7.77761504872900411023e-01       -5.948110e+07
1.82556831740449521106e+00	4.57809440273054923942e-01	5.38414641359842294221e-01       -4.919586e+07
-1.78940858856656315190e+00	7.10227596002505290329e-01	2.84162530095074528091e-01       -2.262408e+07
1.10194465341600578157e+00	-3.59382966566479500337e-01	1.35049349566823795321e+00       -1.919132e+07
2.55019579423121767192e+00	-2.89187188526211058637e-01	1.27794434761274877665e+00       -1.769488e+07
-2.26441443741501613474e+00	-7.89613283818234867883e-02	1.07045646165242014369e+00       -1.356133e+07
2.42269759810168450187e+00	-1.61565492876664662525e-01	1.14618776888996443120e+00       -1.275953e+07
1.66852513245011069287e+00	2.91284908512885631904e-01	6.93557617933351466810e-01       -1.218491e+07
6.79136271278249048500e-01	4.41021785202500238299e-01	5.43526181652483786344e-01       -1.082173e+07
5.16911387830599644566e-01	-2.48306942103957983825e-01	1.23124614037877733175e+00       -9.326762e+06
-1.63376585543300500980e+00	-7.34864245353292200313e-02	1.05981321064869282722e+00       -9.126858e+06
1.25073252521051192510e+00	3.35362034418805299296e-01	6.42012105921760056759e-01       -7.697040e+06
1.21381221288417906479e+00	7.19220338774283152183e-01	2.56001744364418026834e-01       -7.105824e+06
-2.06244242923454246252e+00	-4.37890769203322982595e-01	1.42152852258163520105e+00       -7.073172e+06
1.39951001952613673929e+00	3.58251625691614394853e-01	6.16410191821615827124e-01       -6.941435e+06
-5.17446206327680569004e-01	4.76380683524949166685e-01	5.02744921745913009303e-01       -6.918583e+06
-3.43645850498839244835e+00	9.31372124977595361450e-01	5.31024118257196267590e-02       -6.742607e+06
2.22549836206299067598e+00	6.67197220284553860203e-01	3.02473036410553619557e-01       -6.338191e+06
9.17237545819847066575e-01	-3.00570796271321771798e-01	1.27186664452464071040e+00       -5.612533e+06
