# CurlyM omega_L omega_m logL logPrior
-3.172410147836443262e+00 -5.307448973393134040e-01 5.621063259079592811e-01 -4.414085979125423620e+01 0.000000000000000000e+00
-3.117600211460819448e+00 -6.842915906514647206e-01 7.175098690477416108e-01 -4.412437580705131523e+01 0.000000000000000000e+00
-2.816261050601841287e+00 -1.458955279039148012e-01 1.183460563430568518e-01 -4.412128090876071695e+01 0.000000000000000000e+00
-2.188686781834381812e+00 -4.094780797514561144e-01 3.292480673570021832e-01 -4.408831553548684923e+01 0.000000000000000000e+00
-3.060745602414669086e+00 -2.382628412280672348e-01 2.516118152948219056e-01 -4.407407092325527032e+01 0.000000000000000000e+00
-2.925831258836179227e+00 -3.337656803406814920e-01 3.265785733996804940e-01 -4.406777294406010270e+01 0.000000000000000000e+00
-2.531548779334153121e+00 -3.040247969683620433e-01 2.519092087824760240e-01 -4.406348630733577210e+01 0.000000000000000000e+00
-2.780086038259788950e+00 -3.204473728729234083e-01 2.961629987442516709e-01 -4.404495381679604549e+01 0.000000000000000000e+00
-2.953207811936156446e+00 -2.124902453610057196e-02 1.534355034565716008e-02 -4.404128161933696362e+01 0.000000000000000000e+00
-2.947126935835594264e+00 -8.353352714131406787e-01 8.513279751824616159e-01 -4.403877757858382580e+01 0.000000000000000000e+00
-2.276837315268276374e+00 -4.748957962919020392e-01 4.072521475310242334e-01 -4.403379851784959698e+01 0.000000000000000000e+00
-2.654564209029380617e+00 -5.999790119830090696e-01 5.750223179132244455e-01 -4.397758429693026727e+01 0.000000000000000000e+00
-2.372241767381997768e+00 -1.138915427826903137e-01 5.720836749719526715e-02 -4.396284032179202228e+01 0.000000000000000000e+00
-2.713699662665394641e+00 -7.235244370510987011e-01 7.109388292762691686e-01 -4.395935532564366355e+01 0.000000000000000000e+00
-2.127448316543272711e+00 -4.207097734748180828e-01 3.391193404008792656e-01 -4.393659461720549331e+01 0.000000000000000000e+00
-2.440758813186836296e+00 -1.139517409104213175e-01 4.262755678327655867e-02 -4.393061356391493888e+01 0.000000000000000000e+00
-2.794716823286260254e+00 -5.369048463611391098e-01 5.358741548527706788e-01 -4.392341724535517500e+01 0.000000000000000000e+00
-2.928890385850645206e+00 -7.542482565205695932e-01 7.707409237453527462e-01 -4.391523482820121416e+01 0.000000000000000000e+00
-2.639060910646210623e+00 -5.329667316781375730e-01 5.032879909098015858e-01 -4.391446269644342948e+01 0.000000000000000000e+00
-2.134085085831791684e+00 -3.768325325516543867e-01 2.900074229321557562e-01 -4.388140795568518371e+01 0.000000000000000000e+00
-3.074417428485460846e+00 -2.575680825844672839e-01 2.720209045512991253e-01 -4.388088222119154835e+01 0.000000000000000000e+00
-1.758496380784385416e+00 -2.007929514407749694e-01 6.880123843171601083e-02 -4.387930439375178793e+01 0.000000000000000000e+00
-3.022659467878978212e+00 -6.521525577787492534e-01 6.686529516039334542e-01 -4.387002814608516843e+01 0.000000000000000000e+00
-2.828916968163769585e+00 -4.866235702296610177e-01 4.876780660726124372e-01 -4.384972297406057606e+01 0.000000000000000000e+00
-2.475607669749785522e+00 -2.274936245417248371e-01 1.658775457841724643e-01 -4.384219932550093546e+01 0.000000000000000000e+00
-2.075639843351256175e+00 -3.725897231684046629e-01 2.813566217400337299e-01 -4.383494554144549937e+01 0.000000000000000000e+00
-1.870329119430100606e+00 -2.546930974190863006e-01 1.364637596795926222e-01 -4.382851246684646895e+01 0.000000000000000000e+00
-3.120369672676327699e+00 -5.504258481273839321e-01 5.755559176406792599e-01 -4.382729028156916939e+01 0.000000000000000000e+00
-2.640261836896623304e+00 -9.324859029182430703e-02 6.291129074722412451e-02 -4.382220171937755282e+01 0.000000000000000000e+00
-2.605494680846779598e+00 -6.129647688751846957e-01 5.927237929090423130e-01 -4.381830627523716970e+01 0.000000000000000000e+00
-2.824160455988265817e+00 -7.401496532835232234e-01 7.395378846401302608e-01 -4.381399085029040208e+01 0.000000000000000000e+00
-3.102417533919738624e+00 -7.187535737118008194e-01 7.485883037322061950e-01 -4.381062238516611984e+01 0.000000000000000000e+00
