CurlyM	omega_L	omega_m	logL
-2.34043064624272512120e+00	-3.57155258962689237112e-01	1.35843527798092678083e+00       -7.877440e+07
-2.57017656498609081694e+00	-7.07258403020484538448e-02	1.07372166397274204641e+00       -3.542919e+07
-2.16522697505939687446e+00	2.86271214359839598629e-01	7.17844034882648474039e-01       -2.823859e+07
-3.40557815080040882094e+00	1.90310160239710396413e-01	8.13847419615135403426e-01       -2.349358e+07
-2.37410163798653961464e+00	5.15710906311067751595e-01	4.90826709580278741640e-01       -1.785360e+07
-2.56845191202497602490e+00	8.43723389263634770963e-01	1.63449053934824339862e-01       -1.630350e+07
-2.70183005719344304651e+00	5.38655422162566011046e-01	4.69263990467572777998e-01       -1.419506e+07
-2.89335667979569555186e+00	1.00272071621138736397e+00	8.61752135064686175525e-03       -1.007558e+07
-3.01353368642948638012e+00	4.81497037543569372797e-01	5.29329844820870420996e-01       -9.934350e+06
-2.53422963185614147363e+00	-1.10121658152145737719e-01	1.12158575140364935585e+00       -9.692563e+06
-2.40189170034064147785e+00	4.82365670512608146758e-01	5.29791426372091756036e-01       -9.586238e+06
-2.80217242179790604339e+00	-3.95629017739318467051e-01	1.40781202797381710390e+00       -8.683827e+06
-3.18883469545724373972e+00	-2.53734862983477582610e-01	1.26703107727713715214e+00       -7.572495e+06
-2.08748967924549866382e+00	2.01969261302873182018e-01	8.14967749386991568983e-01       -6.989149e+06
-2.28821741015135415864e+00	5.61247193818500078599e-01	4.56785271002899506687e-01       -6.511011e+06
-2.07600370710832127230e+00	4.91849586534555571760e-01	5.27932446004614752688e-01       -6.043638e+06
-3.49124519519309295390e+00	-3.28591753749446047195e-01	1.34593571330921180085e+00       -5.488546e+06
-2.83948335467697399181e+00	2.93753266076669627971e-01	7.30034731635555544926e-01       -4.429854e+06
-2.26364743534337042874e+00	3.73176593516734267375e-01	6.52692541557893690651e-01       -4.391319e+06
-3.35875964467177512418e+00	-8.58140839618269785083e-02	1.10877073623116850776e+00       -4.195665e+06
-2.78980333775790345641e+00	1.11904734127502319962e-01	9.18286364684549938353e-01       -3.400560e+06
-2.45377589495147407916e+00	-1.36666204649162459361e-01	1.16798809873152920069e+00       -3.378974e+06
-3.40402226395449103435e+00	-4.50990517748699359935e-01	1.48207627533232400019e+00       -2.936501e+06
-3.40931172273280935769e+00	8.88257841790498936518e-01	1.45964137509072028331e-01       -2.861103e+06
-2.91983097978192773780e+00	8.56614886883688919639e-01	1.80856556649703237305e-01       -2.755282e+06
-2.65746239734211719963e+00	5.43568999174740968838e-02	9.82770311667539475664e-01       -2.735900e+06
-2.65243427434003242738e+00	3.88804899758818045541e-01	6.49437294123476283048e-01       -2.696140e+06
-3.21245857407256885097e+00	-4.27465740105475444643e-02	1.07931735006479589956e+00       -2.558808e+06
-2.18602266033639391907e+00	-8.26377480423894361650e-02	1.12421779261559184881e+00       -2.547786e+06
-3.43905212000395543726e+00	7.50156892785284190595e-01	2.88563264836620703147e-01       -2.441048e+06
-2.54497619976483369086e+00	3.44694996402603648367e-01	6.98045583014767490049e-01       -2.400747e+06
-3.30225809595554808951e+00	2.31443460481275620211e-01	8.08653284787800963329e-01       -2.304812e+06
-3.09719751184141189881e+00	4.53369246286117189015e-03	1.03713062668030731039e+00       -2.243477e+06
-3.18725777015326539043e+00	3.80142188316363371925e-01	6.65288360640909903765e-01       -2.043558e+06
-3.31493921602920593728e+00	5.90816897482963843125e-01	4.54784112080162672420e-01       -2.026481e+06
-3.28568814315996560182e+00	9.91867643499548368169e-01	5.69991652819428207266e-02       -1.947667e+06
-2.86316704517564879495e+00	6.92894214637361005593e-01	3.57900892669543391200e-01       -1.918251e+06
-3.08078580864332307598e+00	9.97071026797402115704e-01	5.44264954487800878269e-02       -1.885044e+06
-2.54409722592478049208e+00	-2.79917539709904628076e-01	1.33217849196843651782e+00       -1.834319e+06
-3.03004960332477768503e+00	4.16179292641176368228e-01	6.35124344438994903328e-01       -1.813260e+06
-2.99317774345055021001e+00	-1.61397214573439196084e-01	1.21323930645696087538e+00       -1.743623e+06
-3.41589065057229168687e+00	-3.72412734357130237317e-01	1.42150837741932933866e+00       -1.729994e+06
-2.11477340639427247027e+00	2.25103306424903837346e-01	8.35273430545734107966e-01       -1.677566e+06
-3.26926702851817196915e+00	7.35228431809860083490e-01	3.19222951011362721108e-01       -1.668835e+06
-2.31315911687935926722e+00	1.33429103380941771473e-02	1.04619804851423614522e+00       -1.640863e+06
-2.90453737202010398022e+00	6.35580294525830008512e-02	9.92111825797396540416e-01       -1.638745e+06
-2.85085808448341815335e+00	7.37771243271681198550e-01	3.20516439578647671649e-01       -1.633002e+06
-2.86792276356367548118e+00	6.31908967017921652243e-01	4.26764764661883067021e-01       -1.601864e+06
-2.57082479983607603558e+00	7.28283113458580572130e-02	9.86785578321028866711e-01       -1.583392e+06
-2.04839048934898793064e+00	-2.15589062192829999942e-01	1.27883438173985508612e+00       -1.565360e+06
-2.99601213562530821477e+00	4.70720543098188531905e-02	1.01038549195415372495e+00       -1.553912e+06
-3.40156768006027432349e+00	7.01296836579897830966e-01	3.55641618322634078808e-01       -1.544695e+06
-2.34378107945867597550e+00	4.00874562353707997175e-01	6.62653457830626457792e-01       -1.541324e+06
-2.78055444973762755367e+00	5.64141581571186545574e-01	4.97488544997512327495e-01       -1.519236e+06
-2.07583845519998178020e+00	-1.61836386318663316697e-01	1.22759958150183545733e+00       -1.489177e+06
-2.99719567112072260429e+00	-2.51549839880934433811e-01	1.31066022387028890961e+00       -1.478323e+06
-2.91614036634384454771e+00	3.42579324047862621150e-01	7.18831321288236679834e-01       -1.473467e+06
-2.94109166102006991395e+00	-1.13001294244881367312e-01	1.17305020685473326836e+00       -1.471766e+06
-2.07330952531075629608e+00	-3.01235667314036836828e-01	1.36761559819111688796e+00       -1.463528e+06
-2.30313476744992851053e+00	6.77559177964749403955e-01	3.90743686780433863159e-01       -1.444448e+06
-2.46536513779492549858e+00	-3.78132342754107786398e-01	1.44339465167360114783e+00       -1.407320e+06
-2.09999575243216218823e+00	9.36828184798144780743e-01	1.37562766120758517285e-01       -1.366917e+06
-2.88335862270602349966e+00	-3.59012191917351258796e-02	1.10143615998448018978e+00       -1.336379e+06
-2.32788058131904840309e+00	7.98514442472366137160e-01	2.75139520081294386422e-01       -1.322305e+06
-3.14203039436706488274e+00	-3.30588323067533551569e-01	1.39512532028296520892e+00       -1.291145e+06
-2.59590758808610067021e+00	8.77880951389411468000e-02	9.82638453549808832399e-01       -1.282252e+06
-3.18768559175309373899e+00	6.54656990809204031301e-01	4.13829576356072093013e-01       -1.261842e+06
-2.02947537297871205553e+00	8.49941613476996482568e-01	2.30327707819225069308e-01       -1.242086e+06
-2.84577854806368968354e+00	-1.47527674589264412575e-01	1.21796605838613825057e+00       -1.219878e+06
-2.56429850475337461901e+00	5.02426642206218687647e-01	5.72631063610708479494e-01       -1.218298e+06
-3.49263502953697546616e+00	6.63588762846256896566e-01	4.06740308477198775350e-01       -1.164855e+06
-2.08339459032630003321e+00	6.24435904577101408286e-01	4.58845067779985182899e-01       -1.153168e+06
-3.00321314724324750500e+00	2.92464953423228646301e-01	7.81831967711629660656e-01       -1.139434e+06
-2.24491627258897841202e+00	-1.99066672620468246291e-02	1.10012677680050385831e+00       -1.136804e+06
-2.31592389504709039727e+00	1.05216299060679352451e+00	3.35247958774610999022e-02       -1.120563e+06
-3.25748105753002414886e+00	1.07982942446539498249e-01	9.66640532718865852502e-01       -1.077061e+06
-3.34865959387380085488e+00	4.46752542183549206101e-01	6.33864740796883818774e-01       -9.807334e+05
-3.26977401884247731445e+00	-1.96137435523496828083e-02	1.09948281026658234438e+00       -9.765291e+05
-2.77519089242015271068e+00	-3.75818756919797214433e-01	1.46037581604561772508e+00       -9.622462e+05
-2.14930136380964365017e+00	7.49167919445309360427e-01	3.48855901363095022294e-01       -9.302625e+05
