# CurlyM omega_L omega_m logL logPrior
-2.436751259014648952e+00 9.220187401769505131e-01 1.140673836999853252e+00 -4.744283098887090233e+01 0.000000000000000000e+00
-2.655672887654739966e+00 7.703052492650406258e-01 1.287949449973873506e+00 -4.517145009381543019e+01 0.000000000000000000e+00
-2.898474886624366142e+00 8.295742109618948756e-01 1.191310544374769353e+00 -4.500360692509644167e+01 0.000000000000000000e+00
-2.818400959158047669e+00 7.285801165487469921e-01 1.307780325130188492e+00 -4.442914883049723329e+01 0.000000000000000000e+00
-2.331738689749494942e+00 7.195783706605690666e-01 1.347634083078328437e+00 -4.308413891739782997e+01 0.000000000000000000e+00
-2.074476817111975180e+00 1.035860806523107636e+00 1.099544619892329989e+00 -4.288994466658223104e+01 0.000000000000000000e+00
-2.042714251869767406e+00 1.042474132353785166e+00 1.069087488763653671e+00 -4.281500309902620671e+01 0.000000000000000000e+00
-2.164400212989044281e+00 1.271039433326244250e+00 8.668127368015056122e-01 -4.259197515112446553e+01 0.000000000000000000e+00
-2.065065341432578805e+00 1.357528950210587837e+00 7.970684829723435616e-01 -4.252818152289997755e+01 0.000000000000000000e+00
-2.919889152769341578e+00 5.952809118169244407e-01 1.417901152418101329e+00 -4.233195002242300831e+01 0.000000000000000000e+00
-2.519445680567948376e+00 1.157755624442855513e+00 9.255351924885244497e-01 -4.226002188457095343e+01 0.000000000000000000e+00
-2.458439947132459835e+00 1.208452325235215508e+00 8.849832311346015334e-01 -4.225474041192901353e+01 0.000000000000000000e+00
-2.860597101740425252e+00 5.381173035080546452e-01 1.474159920878922669e+00 -4.213462613556972514e+01 0.000000000000000000e+00
-2.367958175667525200e+00 1.261028415205968090e+00 8.410305496217704846e-01 -4.209502524112379973e+01 0.000000000000000000e+00
-2.689131998502356069e+00 9.417888972450726426e-01 1.107865662936452944e+00 -4.203775555206370740e+01 0.000000000000000000e+00
-2.011358645706069925e+00 1.050857764201076794e+00 1.091469891660966862e+00 -4.180423444559526303e+01 0.000000000000000000e+00
-2.320238050465702973e+00 7.737734171360850510e-01 1.298201832832764246e+00 -4.175765753004032632e+01 0.000000000000000000e+00
-2.051910951472471378e+00 8.677730262611080825e-01 1.235469818059720337e+00 -4.175151208041595652e+01 0.000000000000000000e+00
-2.291673528463600729e+00 1.187913180691263948e+00 9.287340881276836546e-01 -4.166989559700969181e+01 0.000000000000000000e+00
-2.063893260762946102e+00 1.008700931889211949e+00 1.125078718848558701e+00 -4.164783773982531301e+01 0.000000000000000000e+00
-2.519977016401420578e+00 1.125302189461195201e+00 9.534187184444522511e-01 -4.164762410127504921e+01 0.000000000000000000e+00
-2.111213536373420574e+00 1.288674015280796503e+00 8.356640946185814878e-01 -4.155445118814294148e+01 0.000000000000000000e+00
